,INSTITUTION TYPE,FUNDING MECHANISM,YEAR,CODE,FUNDING
5669,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,WA,449222.5089903181
5670,Independent Hospitals,RPGs - Non SBIR/STTR,2016.0,WA,581590.3846153846
5671,None,RPGs - Non SBIR/STTR,2016.0,WA,811633.8333333334
5672,Research Institutes,RPGs - Non SBIR/STTR,2016.0,WA,869970.3062098501
5673,None,RPGs - SBIR/STTR,2016.0,WA,638448.8108108108
5674,Research Institutes,RPGs - SBIR/STTR,2016.0,WA,656907.0
5675,Domestic Higher Education,Research Centers,2016.0,WA,1831841.0
5676,Independent Hospitals,Research Centers,2016.0,WA,1212966.0
5677,None,Research Centers,2016.0,WA,1152618.0
5678,Research Institutes,Research Centers,2016.0,WA,1716219.1935483871
5679,Domestic Higher Education,Training - Individual,2016.0,WA,45893.166666666664
5680,Independent Hospitals,Training - Individual,2016.0,WA,53736.333333333336
5681,Research Institutes,Training - Individual,2016.0,WA,54762.0
5682,Domestic Higher Education,Training - Institutional,2016.0,WA,370636.5862068966
5683,Independent Hospitals,Training - Institutional,2016.0,WA,227927.0
5684,Research Institutes,Training - Institutional,2016.0,WA,203854.5
5685,Domestic Higher Education,Other,2017.0,WA,667884.5
5686,Research Institutes,Other,2017.0,WA,1408263.0
5687,Domestic Higher Education,Other Research-Related,2017.0,WA,279270.43410852714
5688,Independent Hospitals,Other Research-Related,2017.0,WA,289213.15
5689,None,Other Research-Related,2017.0,WA,551028.0
5690,Research Institutes,Other Research-Related,2017.0,WA,633368.7407407408
5691,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,WA,457802.21409574465
5692,Independent Hospitals,RPGs - Non SBIR/STTR,2017.0,WA,507428.1168831169
5693,None,RPGs - Non SBIR/STTR,2017.0,WA,1390946.75
5694,Research Institutes,RPGs - Non SBIR/STTR,2017.0,WA,1026220.7114537444
5695,None,RPGs - SBIR/STTR,2017.0,WA,617589.2482269504
5696,Domestic Higher Education,Research Centers,2017.0,WA,1597019.2631578948
5697,Independent Hospitals,Research Centers,2017.0,WA,1213020.0
5698,Research Institutes,Research Centers,2017.0,WA,1681666.52
5699,Domestic Higher Education,Training - Individual,2017.0,WA,44632.345679012345
5700,Independent Hospitals,Training - Individual,2017.0,WA,30400.333333333332
5701,Research Institutes,Training - Individual,2017.0,WA,37155.083333333336
5702,Domestic Higher Education,Training - Institutional,2017.0,WA,296461.3698630137
5703,Research Institutes,Training - Institutional,2017.0,WA,176378.4
5704,Domestic Higher Education,Other,2018.0,WA,2005451.0
5705,Domestic Higher Education,Other Research-Related,2018.0,WA,238592.95
5706,Independent Hospitals,Other Research-Related,2018.0,WA,279600.5833333333
5707,None,Other Research-Related,2018.0,WA,444259.7
5708,Research Institutes,Other Research-Related,2018.0,WA,1038526.309859155
5709,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,WA,455138.30451127817
5710,Independent Hospitals,RPGs - Non SBIR/STTR,2018.0,WA,485674.8271604938
5711,None,RPGs - Non SBIR/STTR,2018.0,WA,1209561.7142857143
5712,Research Institutes,RPGs - Non SBIR/STTR,2018.0,WA,912503.5925110133
5713,None,RPGs - SBIR/STTR,2018.0,WA,563914.1644736842
5714,Domestic Higher Education,Research Centers,2018.0,WA,1622496.8
5715,Independent Hospitals,Research Centers,2018.0,WA,1212966.0
5716,Research Institutes,Research Centers,2018.0,WA,1321641.375
5717,Domestic Higher Education,Training - Individual,2018.0,WA,50411.08
5718,Independent Hospitals,Training - Individual,2018.0,WA,50579.0
5719,Research Institutes,Training - Individual,2018.0,WA,50075.07692307692
5720,Domestic Higher Education,Training - Institutional,2018.0,WA,387188.6153846154
5721,Independent Hospitals,Training - Institutional,2018.0,WA,274981.0
5722,Research Institutes,Training - Institutional,2018.0,WA,330738.0
5723,Domestic Higher Education,Other,2019.0,WA,3107826.75
5724,Research Institutes,Other,2019.0,WA,791620.5
5725,Domestic Higher Education,Other Research-Related,2019.0,WA,242848.75
5726,Independent Hospitals,Other Research-Related,2019.0,WA,305752.875
5727,None,Other Research-Related,2019.0,WA,612388.5
5728,Research Institutes,Other Research-Related,2019.0,WA,719924.3472222222
5729,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,WA,516906.6062111801
5730,Independent Hospitals,RPGs - Non SBIR/STTR,2019.0,WA,553224.0545454546
5731,None,RPGs - Non SBIR/STTR,2019.0,WA,1049936.0
5732,Research Institutes,RPGs - Non SBIR/STTR,2019.0,WA,905090.4111570248
5733,None,RPGs - SBIR/STTR,2019.0,WA,573227.453125
5734,Research Institutes,RPGs - SBIR/STTR,2019.0,WA,254404.0
5735,Domestic Higher Education,Research Centers,2019.0,WA,1735686.775
5736,Independent Hospitals,Research Centers,2019.0,WA,1212966.0
5737,Research Institutes,Research Centers,2019.0,WA,966158.6341463415
5738,Domestic Higher Education,Training - Individual,2019.0,WA,46119.394366197186
5739,Independent Hospitals,Training - Individual,2019.0,WA,47177.5
5740,Research Institutes,Training - Individual,2019.0,WA,50841.444444444445
5741,Domestic Higher Education,Training - Institutional,2019.0,WA,410797.7543859649
5742,Independent Hospitals,Training - Institutional,2019.0,WA,286092.0
5743,Research Institutes,Training - Institutional,2019.0,WA,343621.0
5744,Domestic Higher Education,Other,2020.0,WA,8838240.333333334
5745,Research Institutes,Other,2020.0,WA,752511.0
5746,Domestic Higher Education,Other Research-Related,2020.0,WA,233190.53503184713
5747,Independent Hospitals,Other Research-Related,2020.0,WA,298867.5882352941
5748,None,Other Research-Related,2020.0,WA,769479.2222222222
5749,Research Institutes,Other Research-Related,2020.0,WA,1282944.8514851485
5750,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,WA,515840.32928311056
5751,Independent Hospitals,RPGs - Non SBIR/STTR,2020.0,WA,609215.7685950414
5752,None,RPGs - Non SBIR/STTR,2020.0,WA,1347332.6
5753,Research Institutes,RPGs - Non SBIR/STTR,2020.0,WA,1775613.1964285714
5754,None,RPGs - SBIR/STTR,2020.0,WA,692054.0700636943
5755,Domestic Higher Education,Research Centers,2020.0,WA,1888644.2432432433
5756,Independent Hospitals,Research Centers,2020.0,WA,1230099.0
5757,Research Institutes,Research Centers,2020.0,WA,1245905.857142857
5758,Domestic Higher Education,Training - Individual,2020.0,WA,45128.602739726026
5759,Independent Hospitals,Training - Individual,2020.0,WA,57373.5
5760,Research Institutes,Training - Individual,2020.0,WA,53002.90909090909
5761,Domestic Higher Education,Training - Institutional,2020.0,WA,439927.92307692306
5762,Independent Hospitals,Training - Institutional,2020.0,WA,283422.0
5763,Research Institutes,Training - Institutional,2020.0,WA,381821.0
5764,Domestic Higher Education,Other,2021.0,WA,3680885.2
5765,Research Institutes,Other,2021.0,WA,557041.5
5766,Domestic Higher Education,Other Research-Related,2021.0,WA,306965.85802469135
5767,Independent Hospitals,Other Research-Related,2021.0,WA,287206.9
5768,None,Other Research-Related,2021.0,WA,953805.1428571428
5769,Research Institutes,Other Research-Related,2021.0,WA,633343.1
5770,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,WA,521790.20432692306
5771,Independent Hospitals,RPGs - Non SBIR/STTR,2021.0,WA,621492.5737704918
5772,None,RPGs - Non SBIR/STTR,2021.0,WA,1024410.1428571428
5773,Research Institutes,RPGs - Non SBIR/STTR,2021.0,WA,1132884.301425662
5774,None,RPGs - SBIR/STTR,2021.0,WA,581649.8846153846
5775,Domestic Higher Education,Research Centers,2021.0,WA,1724704.2162162163
5776,Independent Hospitals,Research Centers,2021.0,WA,3277506.5
5777,Research Institutes,Research Centers,2021.0,WA,1052943.4918032787
5778,Domestic Higher Education,Training - Individual,2021.0,WA,47585.53846153846
5779,Independent Hospitals,Training - Individual,2021.0,WA,52382.5
5780,Research Institutes,Training - Individual,2021.0,WA,52133.0
5781,Domestic Higher Education,Training - Institutional,2021.0,WA,390909.73214285716
5782,Independent Hospitals,Training - Institutional,2021.0,WA,283090.0
5783,Research Institutes,Training - Institutional,2021.0,WA,318502.5
5784,Domestic Higher Education,Other,2012.0,WI,553978.5
5785,Domestic Higher Education,Other Research-Related,2012.0,WI,240566.0325732899
5786,Independent Hospitals,Other Research-Related,2012.0,WI,835168.0
5787,None,Other Research-Related,2012.0,WI,112680.55555555556
5788,Research Institutes,Other Research-Related,2012.0,WI,529953.0
5789,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,WI,383951.196349065
5790,None,RPGs - Non SBIR/STTR,2012.0,WI,269702.21875
5791,Research Institutes,RPGs - Non SBIR/STTR,2012.0,WI,1006011.78
5792,None,RPGs - SBIR/STTR,2012.0,WI,399246.93913043477
5793,Domestic Higher Education,Research Centers,2012.0,WI,1808239.5445783134
5794,Domestic Higher Education,Training - Individual,2012.0,WI,38197.62177985949
5795,Research Institutes,Training - Individual,2012.0,WI,33342.0
5796,Domestic Higher Education,Training - Institutional,2012.0,WI,322199.82450674975
5797,Research Institutes,Training - Institutional,2012.0,WI,140770.0
5798,Domestic Higher Education,Other,2013.0,WI,933572.0
5799,Domestic Higher Education,Other Research-Related,2013.0,WI,276040.8179840464
5800,Independent Hospitals,Other Research-Related,2013.0,WI,755168.0
5801,None,Other Research-Related,2013.0,WI,94884.72222222222
5802,Research Institutes,Other Research-Related,2013.0,WI,631960.8
5803,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,WI,387326.00110680686
5804,None,RPGs - Non SBIR/STTR,2013.0,WI,281867.42553191487
5805,Research Institutes,RPGs - Non SBIR/STTR,2013.0,WI,585867.718446602
5806,None,RPGs - SBIR/STTR,2013.0,WI,448813.20547945204
5807,Domestic Higher Education,Research Centers,2013.0,WI,1745324.38071066
5808,Domestic Higher Education,Training - Individual,2013.0,WI,41795.253086419754
5809,Domestic Higher Education,Training - Institutional,2013.0,WI,350850.9259259259
5810,Domestic Higher Education,Other,2014.0,WI,943271.0
5811,Domestic Higher Education,Other Research-Related,2014.0,WI,241013.6131718395
5812,Independent Hospitals,Other Research-Related,2014.0,WI,139195.0
5813,None,Other Research-Related,2014.0,WI,141154.69565217392
5814,Research Institutes,Other Research-Related,2014.0,WI,711583.7142857143
5815,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,WI,446977.7311088178
5816,None,RPGs - Non SBIR/STTR,2014.0,WI,235317.75
5817,Research Institutes,RPGs - Non SBIR/STTR,2014.0,WI,1349328.1333333333
5818,None,RPGs - SBIR/STTR,2014.0,WI,405687.89126559714
5819,Domestic Higher Education,Research Centers,2014.0,WI,1688833.2916666667
5820,Domestic Higher Education,Training - Individual,2014.0,WI,41668.43141361257
5821,Domestic Higher Education,Training - Institutional,2014.0,WI,325053.5051546392
5822,Research Institutes,Training - Institutional,2014.0,WI,257571.0
5823,Domestic Higher Education,Other,2015.0,WI,1044805.0
5824,Domestic Higher Education,Other Research-Related,2015.0,WI,308438.46856287424
5825,None,Other Research-Related,2015.0,WI,81894.54054054055
5826,Research Institutes,Other Research-Related,2015.0,WI,1007892.25
5827,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,WI,457257.6306080122
5828,None,RPGs - Non SBIR/STTR,2015.0,WI,157705.44
5829,Research Institutes,RPGs - Non SBIR/STTR,2015.0,WI,1193532.3125
5830,None,RPGs - SBIR/STTR,2015.0,WI,422471.80118110235
5831,Domestic Higher Education,Research Centers,2015.0,WI,1758444.3060240964
5832,Domestic Higher Education,Training - Individual,2015.0,WI,39369.91470588235
5833,Research Institutes,Training - Individual,2015.0,WI,45210.0
5834,Domestic Higher Education,Training - Institutional,2015.0,WI,334136.06297502713
5835,Research Institutes,Training - Institutional,2015.0,WI,272622.0
5836,Domestic Higher Education,Other,2016.0,WI,544543.5
5837,Domestic Higher Education,Other Research-Related,2016.0,WI,337538.4145299145
5838,None,Other Research-Related,2016.0,WI,68485.71428571429
5839,Research Institutes,Other Research-Related,2016.0,WI,627476.875
5840,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,WI,483710.03106662066
5841,None,RPGs - Non SBIR/STTR,2016.0,WI,445587.0
5842,Research Institutes,RPGs - Non SBIR/STTR,2016.0,WI,497277.8385650224
5843,None,RPGs - SBIR/STTR,2016.0,WI,434023.0342465753
5844,Domestic Higher Education,Research Centers,2016.0,WI,1914439.6259168703
5845,Domestic Higher Education,Training - Individual,2016.0,WI,41317.519492293744
5846,Research Institutes,Training - Individual,2016.0,WI,45666.0
5847,Domestic Higher Education,Training - Institutional,2016.0,WI,361562.9940262844
5848,Research Institutes,Training - Institutional,2016.0,WI,281422.0
5849,Domestic Higher Education,Other,2017.0,WI,395231.5
5850,Research Institutes,Other,2017.0,WI,5360833.0
5851,Domestic Higher Education,Other Research-Related,2017.0,WI,291996.14601018676
5852,None,Other Research-Related,2017.0,WI,68218.62857142858
5853,Research Institutes,Other Research-Related,2017.0,WI,1422507.0
5854,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,WI,539836.1037625613
5855,None,RPGs - Non SBIR/STTR,2017.0,WI,344322.3076923077
5856,Research Institutes,RPGs - Non SBIR/STTR,2017.0,WI,452735.0444444445
5857,None,RPGs - SBIR/STTR,2017.0,WI,434196.13095238095
5858,Domestic Higher Education,Research Centers,2017.0,WI,1564670.5132382892
5859,Domestic Higher Education,Training - Individual,2017.0,WI,36653.29727187206
5860,Research Institutes,Training - Individual,2017.0,WI,47589.0
5861,Domestic Higher Education,Training - Institutional,2017.0,WI,338878.78
5862,Research Institutes,Training - Institutional,2017.0,WI,2560.0
5863,Domestic Higher Education,Other,2018.0,WI,1308324.9130434783
5864,Research Institutes,Other,2018.0,WI,12000000.0
5865,Domestic Higher Education,Other Research-Related,2018.0,WI,295525.2297979798
5866,None,Other Research-Related,2018.0,WI,384567.8888888889
5867,Research Institutes,Other Research-Related,2018.0,WI,309574.0714285714
5868,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,WI,554905.5355760963
5869,None,RPGs - Non SBIR/STTR,2018.0,WI,333927.28571428574
5870,Research Institutes,RPGs - Non SBIR/STTR,2018.0,WI,505044.3212121212
5871,None,RPGs - SBIR/STTR,2018.0,WI,388186.7158385093
5872,Domestic Higher Education,Research Centers,2018.0,WI,1644454.067114094
5873,Domestic Higher Education,Training - Individual,2018.0,WI,40122.607103218645
5874,Research Institutes,Training - Individual,2018.0,WI,49524.0
5875,Domestic Higher Education,Training - Institutional,2018.0,WI,379837.2226775956
5876,Domestic Higher Education,Construction,2019.0,WI,2999510.0
5877,Domestic Higher Education,Other,2019.0,WI,1025643.0
5878,Research Institutes,Other,2019.0,WI,9000000.0
5879,Domestic Higher Education,Other Research-Related,2019.0,WI,353273.037037037
5880,Independent Hospitals,Other Research-Related,2019.0,WI,822707.0
5881,None,Other Research-Related,2019.0,WI,501544.1111111111
5882,Research Institutes,Other Research-Related,2019.0,WI,482253.10714285716
5883,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,WI,526154.7419997902
5884,None,RPGs - Non SBIR/STTR,2019.0,WI,215166.24137931035
5885,Research Institutes,RPGs - Non SBIR/STTR,2019.0,WI,536164.0095238095
5886,None,RPGs - SBIR/STTR,2019.0,WI,425352.8300395257
5887,Domestic Higher Education,Research Centers,2019.0,WI,1450761.1877470356
5888,Domestic Higher Education,Training - Individual,2019.0,WI,43062.15495867769
5889,Research Institutes,Training - Individual,2019.0,WI,49046.0
5890,Domestic Higher Education,Training - Institutional,2019.0,WI,373912.03728362184
5891,Domestic Higher Education,Construction,2020.0,WI,2000000.0
5892,Domestic Higher Education,Other,2020.0,WI,1836672.347826087
5893,Research Institutes,Other,2020.0,WI,10000000.0
5894,Domestic Higher Education,Other Research-Related,2020.0,WI,506879.54194630875
5895,Independent Hospitals,Other Research-Related,2020.0,WI,1290000.0
5896,None,Other Research-Related,2020.0,WI,558686.5
5897,Research Institutes,Other Research-Related,2020.0,WI,534676.4285714285
5898,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,WI,520179.0491023775
5899,None,RPGs - Non SBIR/STTR,2020.0,WI,535732.7575757576
5900,Research Institutes,RPGs - Non SBIR/STTR,2020.0,WI,617906.3142857143
5901,None,RPGs - SBIR/STTR,2020.0,WI,644189.0931098696
5902,Domestic Higher Education,Research Centers,2020.0,WI,1733669.1160493826
5903,Domestic Higher Education,Training - Individual,2020.0,WI,44062.22651933702
5904,Research Institutes,Training - Individual,2020.0,WI,49065.0
5905,Domestic Higher Education,Training - Institutional,2020.0,WI,372875.075308642
5906,Domestic Higher Education,Other,2021.0,WI,1586168.5
5907,Research Institutes,Other,2021.0,WI,12000000.0
5908,Domestic Higher Education,Other Research-Related,2021.0,WI,531517.9808306709
5909,Independent Hospitals,Other Research-Related,2021.0,WI,1736446.0
5910,None,Other Research-Related,2021.0,WI,521816.8
5911,Research Institutes,Other Research-Related,2021.0,WI,496214.1
5912,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,WI,564960.1629052922
5913,None,RPGs - Non SBIR/STTR,2021.0,WI,836101.7954545454
5914,Research Institutes,RPGs - Non SBIR/STTR,2021.0,WI,609140.8235294118
5915,None,RPGs - SBIR/STTR,2021.0,WI,714089.4148606812
5916,Domestic Higher Education,Research Centers,2021.0,WI,1603356.0704225353
5917,Domestic Higher Education,Training - Individual,2021.0,WI,42357.54084507042
5918,Research Institutes,Training - Individual,2021.0,WI,51036.0
5919,Domestic Higher Education,Training - Institutional,2021.0,WI,379834.8922077922
