,ORGANIZATION NAME,TOTAL FUNDING,TOTAL PROJECT,TOTAL PATENT,TOTAL PUBLICATON
6585,"BIOTHERAPEUTICS, INC.",6453850.0,18.0,0.0,8.0
6586,"OREGON CENTER FOR APPLIED SCIENCE, INC.",6454109.0,18.0,0.0,4.0
6587,"VAXESS TECHNOLOGIES, INC.",6455570.0,10.0,0.0,2.0
6588,"LARIX BIOSCIENCE, LLC",6462348.0,22.0,0.0,0.0
6589,CHI INSTITUTE FOR RESEARCH & INNOVATION,6463238.0,7.0,0.0,13.0
6590,"NIRVANA SCIENCES, INC.",6467307.0,10.0,0.0,2.0
6591,"AXION BIOSYSTEMS, LLC",6467431.0,12.0,13.0,1.0
6592,U.S. ARMY MEDICAL RESEARCH INST CHEM DEF,6468863.0,6.0,0.0,49.0
6593,CARDIFF UNIVERSITY,6470882.0,17.0,0.0,107.0
6594,INSTITUTE OF RESEARCH AND DEVELOPMENT,6475739.0,16.0,0.0,7.0
6595,SHARP MEMORIAL HOSPITAL,6479561.0,14.0,0.0,12.0
6596,STATE UNIVERSITY NEW YORK BINGHAMTON,6480713.0,19.0,0.0,278.0
6597,"NANOCOMPOSIX, INC.",6501916.0,14.0,0.0,14.0
6598,RUTGERS THE STATE UNIV OF NJ CAMDEN,6502554.0,19.0,8.0,76.0
6599,"ALBANY RESEARCH INSTITUTE, INC.",6505517.0,9.0,0.0,17.0
6600,SOUTHCENTRAL FOUNDATION,6519682.0,13.0,0.0,30.0
6601,PALO ALTO RESEARCH CENTER,6533483.0,11.0,12.0,8.0
6602,"ACURASTEM, INC.",6533699.0,10.0,0.0,0.0
6603,"CHICAGO BIOSOLUTIONS, INC.",6538447.0,13.0,0.0,15.0
6604,"CREATIVE BIO-PEPTIDES, INC.",6545500.0,6.0,0.0,0.0
6605,"ONCOCEUTICS, INC.",6552469.0,11.0,0.0,2.0
6606,"TWINSTRAND BIOSCIENCES, INC.",6554124.0,11.0,0.0,7.0
6607,"CELLDEX THERAPEUTICS, INC.",6555392.0,8.0,0.0,8.0
6608,FLORIDA ASSN OF PEDIATRIC TUMOR PROG,6556471.0,12.0,0.0,10.0
6609,UNIVERSITY OF BRISTOL,6557811.0,19.0,0.0,74.0
6610,"WINDMILL CARDIOVASCULAR SYSTEMS, INC.",6565818.0,11.0,0.0,6.0
6611,"DIAGNOLOGIX, LLC",6568651.0,13.0,16.0,5.0
6612,"ARCHIEMD, INC.",6590156.0,18.0,0.0,2.0
6613,SMITH COLLEGE,6607496.0,21.0,0.0,74.0
6614,SIGNUM BIOSCIENCES,6608355.0,7.0,0.0,0.0
6615,MATTEK CORPORATION,6618968.0,19.0,0.0,10.0
6616,CLARIX IMAGING CORPORATION,6624175.0,8.0,0.0,0.0
6617,"CAREEVOLUTION, INC.",6630083.0,2.0,0.0,0.0
6618,"NEUROSIGMA, INC.",6630170.0,10.0,0.0,3.0
6619,PARATECHS CORP.,6643157.0,18.0,0.0,8.0
6620,"VGBIO, INC.",6644507.0,2.0,0.0,0.0
6621,"INFOTECH SOFT, INC.",6649055.0,18.0,7.0,5.0
6622,"SYMBERIX, INC.",6651252.0,12.0,0.0,0.0
6623,"LUCEOME BIOTECHNOLOGIES, LLC",6652937.0,12.0,0.0,5.0
6624,"INSCOPIX, INC.",6653706.0,12.0,0.0,1.0
6625,"LYNDRA, INC.",6674218.0,7.0,0.0,7.0
6626,PACIFIC HEALTH RESEARCH/ EDUCATION INST,6674697.0,9.0,0.0,18.0
6627,"HEMEX HEALTH, INC.",6677162.0,12.0,0.0,9.0
6628,MOUNT HOLYOKE COLLEGE,6677756.0,12.0,0.0,45.0
6629,"KEY TECHNOLOGIES, INC.",6678616.0,9.0,0.0,2.0
6630,"IMMPORT THERAPEUTICS, INC.",6683117.0,19.0,0.0,13.0
6631,"HEALTHVERITY, INC.",6697717.0,2.0,0.0,0.0
6632,"MAX BIOPHARMA, INC.",6714514.0,13.0,0.0,3.0
6633,"E-MSION, INC.",6741259.0,13.0,0.0,15.0
6634,IDAHO STATE UNIVERSITY,6748027.0,21.0,1.0,28.0
6635,"TRACE-ABILITY, INC.",6749772.0,9.0,4.0,0.0
6636,MIDWESTERN UNIVERSITY,6784955.0,19.0,0.0,41.0
6637,"SAVANT HWP, INC.",6796064.0,3.0,0.0,0.0
6638,SOUTHEAST CANCER CONTROL CONSORTIUM,6801790.0,4.0,0.0,209.0
6639,"PULMOTECT, INC",6803345.0,9.0,0.0,5.0
6640,GREENVILLE HEALTH SYSTEM,6828384.0,6.0,0.0,23.0
6641,SPELMAN COLLEGE,6835800.0,18.0,2.0,12.0
6642,"XEMED, LLC",6837438.0,13.0,0.0,9.0
6643,MOREHOUSE COLLEGE,6845955.0,20.0,0.0,7.0
6644,"INTRA-CELLULAR THERAPIES, INC.",6863908.0,4.0,0.0,0.0
6645,"ARTANN LABORATORIES, INC.",6867508.0,12.0,39.0,24.0
6646,RETINA FOUNDATION OF THE SOUTHWEST,6870132.0,21.0,0.0,84.0
6647,"GLSYNTHESIS, INC.",6875017.0,10.0,0.0,9.0
6648,UNIVERSITY MEDICAL CENTER UTRECHT,6876601.0,10.0,0.0,32.0
6649,INSTITUT PASTEUR,6878768.0,9.0,0.0,22.0
6650,NEUROVATIONS,6882205.0,1.0,0.0,0.0
6651,"INNOVATIVE SURFACE TECHNOLOGIES, INC.",6897534.0,13.0,4.0,0.0
6652,INSTITUTE FOR COMMUNITY RESEARCH,6901494.0,14.0,0.0,20.0
6653,"NANOCYTOMICS, LLC",6924672.0,13.0,0.0,14.0
6654,UNIVERSITY OF MIAMI ROSENTEIL SCHOOL,6939874.0,17.0,0.0,33.0
6655,BLACKROCK MICROSYSTEMS,6940809.0,19.0,0.0,11.0
6656,"SHUTTLE PHARMACEUTICALS, LLC",6959839.0,7.0,0.0,0.0
6657,"ORTHOCARE INNOVATIONS, LLC",6960220.0,14.0,0.0,7.0
6658,APPLIED UNIVERSAL DYNAMICS CORPORATION,6961249.0,10.0,0.0,1.0
6659,PHOENIX CHILDREN'S HOSPITAL,6972619.0,18.0,0.0,79.0
6660,"VIEWPOINT MOLECULAR TARGETING, INC.",6986885.0,7.0,0.0,0.0
6661,"ACUMEN, LLC",6988313.0,21.0,0.0,0.0
6662,"AQUINNAH PHARMACEUTICALS, INC.",6995239.0,7.0,0.0,0.0
6663,"NUVOX PHARMA, LLC",7001302.0,12.0,0.0,10.0
6664,"BOLDER BIOTECHNOLOGY, INC.",7013827.0,11.0,110.0,10.0
6665,"THETIS PHARMACEUTICALS, LLC",7024050.0,11.0,0.0,0.0
6666,"CARDIALEN, INC.",7026062.0,7.0,0.0,5.0
6667,FAST TRACK DRUGS AND BIOL,7034726.0,4.0,0.0,0.0
6668,"BLUEWILLOW BIOLOGICS, INC.",7050595.0,6.0,0.0,0.0
6669,UNIVERSITY OF MONTREAL HOSPITAL,7052765.0,23.0,0.0,70.0
6670,RBHS-SCHOOL OF NURSING,7061365.0,20.0,0.0,10.0
6671,"PLANTVAX, INC.",7085606.0,13.0,0.0,19.0
6672,"DXDISCOVERY, INC.",7095792.0,18.0,0.0,10.0
6673,UNIVERSITY OF IBADAN  COLLEGE OF MEDICINE,7106706.0,27.0,0.0,21.0
6674,"ADVANCED BRAIN MONITORING, INC.",7106796.0,12.0,21.0,10.0
6675,"TETRA DISCOVERY PARTNERS, INC.",7115521.0,9.0,6.0,15.0
6676,SAVANNAH STATE UNIVERSITY,7127550.0,31.0,0.0,20.0
6677,ETUBICS CORPORATION,7146812.0,10.0,0.0,2.0
6678,FLORIDA HOSPITAL,7156268.0,15.0,0.0,30.0
6679,"EXQOR TECHNOLOGIES, INC.",7163205.0,12.0,0.0,0.0
6680,"BIOLOGICAL MIMETICS, INC.",7177558.0,13.0,0.0,1.0
6681,"DICERNA PHARMACEUTICALS, INC.",7182738.0,7.0,0.0,6.0
6682,"AVATAR MEDICAL, LLC",7205268.0,11.0,0.0,10.0
6683,"ACHAOGEN, INC.",7223020.0,5.0,0.0,1.0
6684,"FANNIN PARTNERS, LLC",7263685.0,15.0,0.0,0.0
6685,"NANOSURFACE BIOMEDICAL, INC.",7266287.0,21.0,0.0,6.0
6686,BIOREALM,7279705.0,9.0,0.0,14.0
6687,SILENT SPRING INSTITUTE,7291336.0,19.0,0.0,24.0
6688,"BELLBROOK LABS, LLC",7294948.0,18.0,26.0,1.0
6689,"VERACHEM, LLC",7296345.0,12.0,3.0,0.0
6690,"PHARMATROPHIX, INC.",7299048.0,5.0,0.0,0.0
6691,"TISSUE TESTING TECHNOLOGIES, LLC",7308454.0,20.0,0.0,5.0
6692,"ACCELEVIR DIAGNOSTICS, LLC",7312698.0,14.0,0.0,9.0
6693,"ISENSE, LLC",7316465.0,12.0,0.0,2.0
6694,"ORLANCE, INC.",7332447.0,10.0,0.0,0.0
6695,"CESSATION THERAPEUTICS, LLC",7341247.0,3.0,0.0,0.0
6696,"CONFOMETRX, INC.",7351319.0,15.0,0.0,1.0
6697,"BIOFIRE DIAGNOSTICS, LLC",7358259.0,7.0,0.0,0.0
6698,"MEDIA REZ, LLC",7373564.0,16.0,0.0,1.0
6699,"CORTICOMETRICS, LLC",7380343.0,14.0,0.0,16.0
6700,MAX PLANCK INST/SOCIAL LAW/SOCIAL POLICY,7382957.0,11.0,0.0,6.0
6701,"OPIANT PHARMACEUTICALS, INC.",7387573.0,3.0,0.0,1.0
6702,CENTER FOR PSYCHOLOGICAL CONSULTATION,7394613.0,20.0,0.0,9.0
6703,"THINK NOW, INC.",7396290.0,15.0,0.0,1.0
6704,KWAME NKRUMAH UNIVERSITY/SCIENCE/TECH,7408654.0,35.0,0.0,81.0
6705,"MODULATED IMAGING, INC.",7433193.0,12.0,0.0,11.0
6706,"GENNEXT TECHNOLOGIES, INC.",7441435.0,14.0,4.0,10.0
6707,SOUTHERN ILLINOIS UNIV AT EDWARDSVILLE,7447757.0,29.0,1.0,13.0
6708,CENTER FOR EXPERMENTAL SOFTWARE ENGR MD,7451786.0,7.0,0.0,0.0
6709,ALABAMA STATE UNIVERSITY,7456277.0,25.0,0.0,59.0
6710,COLLEGE OF STATEN ISLAND,7460436.0,20.0,0.0,18.0
6711,ALABAMA FIRE COLLEGE,7513470.0,14.0,0.0,1.0
6712,"PALLADIAN PARTNERS, INC.",7514043.0,44.0,0.0,0.0
6713,"MASONIC MEDICAL RESEARCH LABORATORY, INC",7515166.0,16.0,0.0,301.0
6714,"EXPERIAD, LLC",7539215.0,14.0,0.0,0.0
6715,"GENOMICS USA, INC.",7545497.0,9.0,0.0,0.0
6716,"PRIMITY, INC.",7546581.0,12.0,1.0,0.0
6717,"PRECYTE, INC.",7580161.0,10.0,0.0,2.0
6718,"MOLECULAR TARGETING TECHNOLOGIES, INC.",7582114.0,17.0,0.0,10.0
6719,"KEPHERA DIAGNOSTICS, LLC",7586364.0,15.0,0.0,0.0
6720,SUNY POLYTECHNIC INSTITUTE,7595166.0,19.0,0.0,13.0
6721,"SIGA TECHNOLOGIES, INC.",7651503.0,6.0,61.0,4.0
6722,"INLIGHTA BIOSCIENCES, LLC",7690505.0,12.0,2.0,19.0
6723,EASTERN MICHIGAN UNIVERSITY,7690718.0,17.0,0.0,16.0
6724,REVEAL PHARMA,7706569.0,12.0,0.0,3.0
6725,SANFORD RESEARCH NORTH,7735029.0,7.0,0.0,1.0
6726,"INFLEXXION, INC.",7756212.0,12.0,0.0,3.0
6727,"CURZA GLOBAL, LLC",7770588.0,10.0,0.0,0.0
6728,UNIVERSITY OF ALASKA ANCHORAGE,7774842.0,25.0,0.0,29.0
6729,"ENVIRONMENT AND HEALTH GROUP, INC.",7787889.0,27.0,0.0,3.0
6730,HEALIONICS CORPORATION,7799300.0,15.0,6.0,0.0
6731,"BIOVINC, LLC",7801051.0,14.0,2.0,25.0
6732,"ONCOIMMUNE, INC.",7801428.0,14.0,0.0,18.0
6733,"FIRSTSTRING RESEARCH, INC.",7808840.0,14.0,0.0,1.0
6734,"OSSIUM HEALTH, INC.",7812214.0,18.0,22.0,5.0
6735,OCHSNER CLINIC FOUNDATION,7814390.0,22.0,0.0,84.0
6736,"TUNITAS THERAPEUTICS, INC.",7843462.0,9.0,0.0,0.0
6737,SILVER LAKE RESEARCH CORPORATION,7847355.0,16.0,0.0,9.0
6738,RADY PEDIATRIC GENOMICS & SYSTEMS MEDICINE INSTITUTE,7853651.0,11.0,0.0,78.0
6739,ST. VINCENT HOSPITAL,7854687.0,7.0,0.0,4.0
6740,"CARING TECHNOLOGIES, INC.",7869118.0,16.0,0.0,3.0
6741,"BLUE MARBLE REHAB, INC.",7880843.0,12.0,0.0,1.0
6742,"ILLUMINA, INC.",7899673.0,20.0,32.0,0.0
6743,"HEALTH RESEARCH INC, NEW YORK STATE DOH",7901920.0,5.0,0.0,0.0
6744,"PHOENICIA BIOSCIENCES, INC.",7908966.0,9.0,0.0,11.0
6745,"TISSUETECH, INC.",7915391.0,19.0,10.0,96.0
6746,"AVANTGEN, INC.",7917927.0,14.0,0.0,2.0
6747,"NEUROLUX, INC.",7922618.0,12.0,0.0,2.0
6748,CALIFORNIA STATE POLY U POMONA,7929284.0,45.0,0.0,42.0
6749,FUNDACAO FACULDADE DE MEDICINA,7949840.0,25.0,0.0,115.0
6750,"BOULDER NONLINEAR SYSTEMS, INC.",7959638.0,19.0,0.0,13.0
6751,PEOPLE POWER COMPANY,7961709.0,5.0,0.0,1.0
6752,"PRAXIS, INC.",7961992.0,16.0,0.0,12.0
6753,"SONOMOTION, INC.",8012026.0,13.0,0.0,0.0
6754,"7 HILLS PHARMA, LLC",8016239.0,11.0,0.0,2.0
6755,"THERMALIN DIABETES, LLC",8017091.0,12.0,0.0,0.0
6756,"PHASE GENOMICS, INC.",8023127.0,12.0,0.0,8.0
6757,"CHARLES RIVER ANALYTICS, INC.",8026413.0,19.0,0.0,0.0
6758,SETON HALL UNIVERSITY,8029540.0,39.0,0.0,126.0
6759,"A AND G PHARMACEUTICAL, INC.",8035420.0,15.0,0.0,11.0
6760,"NEUROP, INC.",8037507.0,14.0,0.0,8.0
6761,BAY AREA TUMOR INSTITUTE,8059196.0,12.0,0.0,65.0
6762,"MBIO DIAGNOSTICS, INC.",8061604.0,11.0,14.0,4.0
6763,LA JOLLA BIOENGINEERING INSTITUTE,8063371.0,15.0,6.0,130.0
6764,MT SINAI HOSP-SAMUEL LUNENFELD RES INST,8083324.0,18.0,0.0,20.0
6765,"BENTEN TECHNOLOGIES, INC.",8089020.0,22.0,0.0,3.0
6766,ARGONNE NATIONAL LABORATORY,8104520.0,2.0,0.0,8.0
6767,"PAIN THERAPEUTICS, INC.",8118443.0,11.0,0.0,0.0
6768,ZYMERON CORPORATION,8121262.0,18.0,0.0,0.0
6769,"DRVISION TECHNOLOGIES, LLC",8124210.0,12.0,0.0,1.0
6770,MONTREAL HEART INSTITUTE,8150452.0,24.0,0.0,125.0
6771,"RIVANNA MEDICAL, LLC",8168048.0,12.0,9.0,4.0
6772,INFECTIOUS DISEASES INSTITUTE,8171668.0,38.0,0.0,76.0
6773,FENWAY COMMUNITY HEALTH CENTER,8179930.0,21.0,0.0,73.0
6774,"INTRINSIC LIFESCIENCES, LLC",8210509.0,10.0,0.0,3.0
6775,AMERICAN ASSOCIATION FOR CANCER RESEARCH,8216517.0,64.0,0.0,118.0
6776,UNIVERSITY OF GHANA,8226541.0,20.0,0.0,36.0
6777,"CODAGENIX, INC.",8236744.0,14.0,0.0,3.0
6778,ALTOR BIOSCIENCE CORPORATION,8238548.0,11.0,0.0,9.0
6779,"PINNACLE TECHNOLOGY, INC",8249486.0,20.0,0.0,2.0
6780,NATIONAL ALLIANCE FOR HISPANIC HEALTH,8250598.0,6.0,0.0,8.0
6781,"THIRD POLE, INC.",8257494.0,9.0,10.0,1.0
6782,"SELECTA BIOSCIENCES, INC.",8258899.0,4.0,0.0,1.0
6783,"FLUGEN, INC.",8285679.0,11.0,0.0,12.0
6784,LOMA LINDA VETERANS ASSN RESEARCH & EDUC,8302895.0,32.0,0.0,149.0
6785,"DISCOVERYBIOMED, INC.",8308358.0,20.0,0.0,2.0
6786,MONTANA CANCER CONSORTIUM,8334638.0,11.0,0.0,191.0
6787,"ROSKAMP INSTITUTE, INC.",8347184.0,31.0,0.0,153.0
6788,QUSPIN,8363093.0,12.0,4.0,13.0
6789,"RIPPLE, LLC",8364637.0,8.0,0.0,1.0
6790,"LUCERNA, INC.",8377087.0,24.0,0.0,0.0
6791,"DELOITTE CONSULTING, LLP",8388749.0,12.0,0.0,0.0
6792,WALTER REED ARMY INSTITUTE OF RESEARCH,8389904.0,9.0,0.0,25.0
6793,NEUROPSYCHIATRIC RESEARCH INSTITUTE,8398711.0,26.0,0.0,125.0
6794,"CEREVEL THERAPEUTICS, LLC",8400000.0,2.0,0.0,0.0
6795,"COLORADO CANCER RESEARCH PROGRAM, INC.",8403125.0,9.0,0.0,20.0
6796,"VLP BIOTECH, INC.",8414270.0,14.0,0.0,2.0
6797,BLOODWORKS,8421699.0,13.0,0.0,7.0
6798,"INTELLIGENT AUTOMATION, INC.",8424898.0,15.0,0.0,0.0
6799,WELLESLEY COLLEGE,8427724.0,34.0,0.0,92.0
6800,"TOMEGAVAX, INC.",8446827.0,14.0,0.0,3.0
6801,APHIOS CORPORATION,8453299.0,12.0,0.0,3.0
6802,"SCANOGEN, INC.",8454683.0,15.0,11.0,3.0
6803,COLUMBUS COMMUNITY CLINICAL ONCOLOGY PRG,8461207.0,12.0,0.0,168.0
6804,"INDEVR, INC.",8467857.0,12.0,2.0,8.0
6805,METACLIPSE THERAPEUTICS CORPORATION,8477277.0,11.0,0.0,0.0
6806,SOUTHWEST RESEARCH INSTITUTE,8522957.0,12.0,11.0,3.0
6807,"PHOTOZIG, INC.",8526448.0,16.0,0.0,1.0
6808,"DENOVX, LLC",8537271.0,13.0,0.0,2.0
6809,"PROKARYOTICS, INC.",8545336.0,14.0,0.0,0.0
6810,"JBS SCIENCE, INC.",8552008.0,14.0,6.0,22.0
6811,"SIMMERSION, LLC.",8572116.0,21.0,0.0,12.0
6812,SOCIOMETRICS CORPORATION,8577303.0,28.0,0.0,7.0
6813,FLUIDIGM CORPORATION,8580056.0,1.0,0.0,0.0
6814,VISIONQUEST BIOMEDICAL INC,8580596.0,10.0,0.0,4.0
6815,"ANTIDOTE THERAPEUTICS, INC.",8605708.0,4.0,0.0,4.0
6816,"MEBIAS DISCOVERY, INC.",8607696.0,6.0,0.0,0.0
6817,"SYNERGY ENTERPRISES, INC.",8629024.0,50.0,0.0,0.0
6818,UNIVERSITY OF THE SCIENCES PHILADELPHIA,8639247.0,26.0,0.0,41.0
6819,"LITRON LABORATORIES, LTD.",8643919.0,21.0,0.0,65.0
6820,"HILLHURST BIOPHARMACEUTICALS, INC.",8655442.0,21.0,0.0,15.0
6821,ANAGIN,8671127.0,11.0,0.0,1.0
6822,"CHILD MIND INSTITUTE, INC.",8673870.0,14.0,0.0,20.0
6823,SALUS UNIVERSITY,8682761.0,29.0,0.0,108.0
6824,UNIVERSITY OF MANCHESTER,8717927.0,7.0,0.0,23.0
6825,POSIT SCIENCE CORPORATION,8719217.0,23.0,0.0,11.0
6826,"XERIS PHARMACEUTICALS, INC.",8725117.0,14.0,0.0,11.0
6827,"BIO TILLION, LLC",8725118.0,12.0,0.0,0.0
6828,"AMPRION, INC.",8734506.0,15.0,0.0,8.0
6829,"TRUDEAU INSTITUTE, INC.",8737365.0,28.0,10.0,214.0
6830,"TITAN PHARMACEUTICALS, INC.",8741592.0,2.0,1.0,0.0
6831,"SINOPIA BIOSCIENCES, INC.",8741763.0,14.0,2.0,3.0
6832,HOUSE RESEARCH INSTITUTE,8746524.0,25.0,0.0,241.0
6833,AMERICAN SAMOA COMMUNITY CANCER COALITIO,8760286.0,11.0,0.0,0.0
6834,KWAZULU-NATAL RESEARCH INSTITUTE TB-HIV,8763853.0,30.0,0.0,290.0
6835,"EICOSIS, LLC",8768317.0,12.0,0.0,25.0
6836,"BIOMIMETIX JV, LLC",8776802.0,11.0,0.0,0.0
6837,JUDGE BAKER CHILDREN'S CENTER,8785631.0,24.0,0.0,225.0
6838,"PROGNOSYS BIOSCIENCES, INC.",8788109.0,19.0,22.0,7.0
6839,VITALANT,8796063.0,8.0,0.0,7.0
6840,"SONOVOL, INC.",8829437.0,13.0,0.0,26.0
6841,"ZEN-BIO, INC.",8838160.0,16.0,0.0,5.0
6842,KAROLINSKA INSTITUTE,8852647.0,48.0,0.0,60.0
6843,MAHIDOL UNIVERSITY,8856678.0,38.0,0.0,66.0
6844,"GLYCOSENSORS AND DIAGNOSTICS, LLC",8858554.0,26.0,0.0,0.0
6845,ALLEN INSTITUTE FOR BRAIN SCIENCE,8866170.0,15.0,0.0,41.0
6846,BOTSWANA BAYLOR CHILD/CLINCAL CTR/EXCELL,8876442.0,8.0,0.0,8.0
6847,"ZALGEN LABS, LLC",8891873.0,10.0,0.0,9.0
6848,UNIVERSITY OF PR CAYEY UNIVERSITY COLL,8913701.0,27.0,0.0,45.0
6849,"SANOFI PASTEUR BIOLOGICS, LLC",8916621.0,3.0,0.0,0.0
6850,"DECODE GENETICS, EHF",8917624.0,14.0,0.0,43.0
6851,"DIAMIR, LLC",8919285.0,13.0,0.0,3.0
6852,"MICROBRIGHTFIELD, LLC",8940018.0,12.0,2.0,0.0
6853,"BCN BIOSCIENCES, LLC",8941608.0,7.0,0.0,0.0
6854,"DIAGNOSTICS FOR THE REAL WORLD, LTD",8983693.0,14.0,0.0,0.0
6855,"MOAI TECHNOLOGIES, LLC",8995161.0,18.0,0.0,5.0
6856,CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,9008739.0,37.0,0.0,46.0
6857,XOMA CORPORATION,9015647.0,3.0,0.0,0.0
6858,MERCER UNIVERSITY MACON,9029839.0,30.0,0.0,70.0
6859,DAVIDSON COLLEGE,9040987.0,33.0,0.0,103.0
6860,"ACOUSTIC MEDSYSTEMS, INC.",9045666.0,18.0,0.0,26.0
6861,"AVENTUSOFT, LLC",9061976.0,16.0,0.0,0.0
6862,"BIOSENSING INSTRUMENT, INC.",9105687.0,18.0,0.0,18.0
6863,"BIOTEX, INC.",9116050.0,18.0,0.0,7.0
6864,"EPITEL, INC.",9121017.0,13.0,6.0,5.0
6865,"PROTEIN METRICS, INC.",9127658.0,25.0,0.0,47.0
6866,"RADIANT CREATIVE GROUP, LLC",9127685.0,25.0,0.0,4.0
6867,BRITISH COLUMBIA CANCER AGENCY,9155041.0,23.0,6.0,133.0
6868,WINTHROP-UNIVERSITY HOSPITAL,9166446.0,18.0,0.0,41.0
6869,ALCHEM LABORATORIES CORPORATION,9174281.0,23.0,0.0,0.0
6870,"CENTER FOR SOCIAL INNOVATION, LLC",9178862.0,25.0,0.0,31.0
6871,TOUGALOO COLLEGE,9179664.0,12.0,0.0,0.0
6872,PHARMAIN CORPORATION,9187870.0,17.0,9.0,1.0
6873,"NANOCELLECT BIOMEDICAL, INC.",9208408.0,19.0,2.0,9.0
6874,NORTHERN ILLINOIS UNIVERSITY,9209596.0,33.0,4.0,76.0
6875,"ENANTA PHARMACEUTICALS, INC.",9218951.0,1.0,0.0,0.0
6876,"BIOCORRX, INC.",9227066.0,4.0,0.0,0.0
6877,"PEPTIDE LOGIC, LLC",9238021.0,14.0,0.0,0.0
6878,TOURO UNIVERSITY OF CALIFORNIA,9238871.0,24.0,0.0,33.0
6879,MUHIMBILI UNIVERSITY/ ALLIED HLTH SCIS,9257822.0,33.0,0.0,43.0
6880,OASIS DIAGNOSTICS CORPORATION,9281706.0,4.0,0.0,2.0
6881,"TROPHOGEN, INC.",9329295.0,15.0,0.0,0.0
6882,"DOSEOPTICS, LLC",9333093.0,13.0,0.0,25.0
6883,"NIRSUM LABORATORIES, INC.",9339866.0,4.0,0.0,0.0
6884,"STARKS ASSOCIATES, INC.",9366661.0,11.0,0.0,0.0
6885,"VERSATOPE THERAPEUTICS, INC.",9388074.0,9.0,0.0,0.0
6886,NEW ENGLAND COLLEGE OF OPTOMETRY,9407973.0,38.0,1.0,162.0
6887,REDEEMER'S UNIVERSITY,9411172.0,17.0,0.0,51.0
6888,"CENNA BIOSCIENCES, INC.",9417486.0,13.0,0.0,5.0
6889,BAPTIST MEMORIAL HOSPITAL - TIPTON,9422004.0,14.0,0.0,53.0
6890,DESMOND TUTU HIV FOUNDATION,9435538.0,18.0,0.0,24.0
6891,WESTERN MICHIGAN UNIVERSITY,9469140.0,26.0,1.0,48.0
6892,ADDIS ABABA UNIVERSITY,9469717.0,36.0,0.0,28.0
6893,"DFUSION, INC.",9472888.0,23.0,0.0,3.0
6894,PUBLIC HEALTH ENGLAND,9533608.0,31.0,0.0,0.0
6895,"SPARIAN BIOSCIENCES, INC.",9542469.0,3.0,0.0,0.0
6896,CORIXA CORPORATION,9547524.0,3.0,39.0,0.0
6897,SYSTEMS RESEARCH AND APPLICATION CORP.,9561310.0,1.0,0.0,0.0
6898,"TISSUEVISION, INC.",9571473.0,18.0,0.0,0.0
6899,"ASCENT BIO-NANO TECHNOLOGIES, INC.",9611085.0,15.0,0.0,25.0
6900,"PROTEIN POTENTIAL, LLC",9618043.0,16.0,4.0,2.0
6901,"MODULATION THERAPEUTICS, INC.",9635881.0,21.0,0.0,17.0
6902,"ARIMA GENOMICS, INC.",9679764.0,10.0,0.0,9.0
6903,TRIA BIOSCIENCE CORPORATION,9690253.0,13.0,1.0,9.0
6904,"IHC HEALTH SERVICES, INC.",9704098.0,33.0,0.0,111.0
6905,"GLYCOMIRA, LLC",9759364.0,14.0,0.0,25.0
6906,"VADOVATIONS, INC.",9766036.0,7.0,0.0,5.0
6907,OASIS PHARMACEUTICALS,9779789.0,16.0,0.0,6.0
6908,"CRINETICS PHARMACEUTICALS, INC.",9803849.0,13.0,20.0,4.0
6909,UNIVERSITY OF THE DISTRICT OF COLUMBIA,9806243.0,16.0,0.0,16.0
6910,NORTHROP GRUMMAN SYSTEMS,9850436.0,11.0,0.0,0.0
6911,"GIGAGEN, INC.",9856056.0,21.0,0.0,10.0
6912,"COLLAGEN MEDICAL, LLC",9877140.0,20.0,0.0,3.0
6913,"GREFFEX, INC.",9912195.0,6.0,0.0,0.0
6914,"ROBIN MEDICAL, INC.",10008940.0,16.0,2.0,37.0
6915,KECK GRADUATE INST OF APPLIED LIFE SCIS,10017650.0,26.0,2.0,25.0
6916,ILLINOIS STATE UNIVERSITY,10026753.0,32.0,0.0,133.0
6917,"INTACT GENOMICS, INC.",10037680.0,14.0,2.0,15.0
6918,ST. JOHN'S UNIVERSITY,10041912.0,43.0,0.0,104.0
6919,"LIFESENSORS, INC.",10055163.0,21.0,0.0,0.0
6920,"CANCER TARGETED TECHNOLOGY, LLC",10083355.0,11.0,5.0,0.0
6921,"EPIVAX, INC.",10094212.0,18.0,0.0,5.0
6922,"EYENUK, INC.",10156331.0,21.0,28.0,6.0
6923,"GRYPHON SCIENTIFIC, LLC",10176171.0,22.0,0.0,1.0
6924,ALBANY COLLEGE OF PHARMACY,10177943.0,25.0,0.0,75.0
6925,NORTHEASTERN ILLINOIS UNIVERSITY,10197317.0,24.0,0.0,165.0
6926,OGILVY PUBLIC RELATIONS WORLDWIDE,10219861.0,7.0,0.0,0.0
6927,DAYTON CLINICAL ONCOLOGY PROGRAM,10265219.0,12.0,0.0,236.0
6928,GENBODY INC.,10295000.0,1.0,0.0,0.0
6929,LOYOLA UNIVERSITY OF CHICAGO,10312955.0,36.0,0.0,123.0
6930,"SIGMOVIR BIOSYSTEMS, INC.",10324236.0,18.0,0.0,52.0
6931,"EPIODYNE, INC.",10366882.0,4.0,0.0,1.0
6932,"XYKEN, LLC",10385840.0,20.0,0.0,2.0
6933,PATHOGENDX,10401109.0,4.0,0.0,0.0
